safebrowsing,token_count,avg_path_token,largest_path,largest_token,URL,sec_sen_word_cnt,IPaddress_presence,largest_domain,No_of_dots,host,Length_of_url,ASNno,rank_country,rank_host,path_token_count,domain_token_count,path,avg_token_length,avg_domain_token_length,Length_of_host
-1,5,8.0,8,17,http://www.sanagustinturismo.co/Facebook/,0,0,17,2,www.sanagustinturismo.co,41,-1,-1,-1,1,3,/Facebook/,6.8,7.333333333333333,24
